sentence,label,source,split
"It 's usually a bad sign when directors abandon their scripts and go where the moment takes them , but Olympia , Wash. , based filmmakers Anne de Marcken and Marilyn Freeman did just that and it 's what makes their project so interesting .",positive,sst_local,train
Valet comes with the resort fee.,neutral,dynasent_r1,train
OK came here before the Fleetwood Mac concert.,neutral,dynasent_r1,train
The high chair was even clean (harder to find then you think).,positive,dynasent_r1,train
These margaritas are not your average margaritas due to the fact that they have a sweet and salty taste in them which I've never experienced in a margarita before.,neutral,dynasent_r1,train
It was Monday and we were there at 5:30.,neutral,dynasent_r1,train
The menu changes every so often.,neutral,dynasent_r1,train
Items could be ready within a couple days.,neutral,dynasent_r2,train
I drink tea occasionally but I am more of a coffee drinker.,neutral,dynasent_r1,train
The place is sick.,positive,dynasent_r1,train
"I also enjoyed the sopressata and roasted peppers, but they didn't stand out as much as the other dishes we had.",positive,dynasent_r1,train
The ambiance and the food are unmarked we are yet to find a place in California that matches this package.,positive,dynasent_r1,train
"They don't stock a ton of them, but I imagine there will always be a dusty case or two on a high shelf somewhere.",neutral,dynasent_r1,train
Yeah right.,neutral,dynasent_r1,train
I usually don't come here unless I want a quick breakfast before work.,neutral,dynasent_r1,train
I did warn you didn't I?!?!?,negative,dynasent_r1,train
Been really hesitant to buy a vehicle through a dealer due to my credit.,neutral,dynasent_r1,train
You can only get 1 order of oysters w/ayce (2pcs) dinner menu only.,negative,dynasent_r1,train
"You madame, know what you're doing!",positive,dynasent_r1,train
Have always been happy with supercuts locations around the country.,positive,dynasent_r1,train
Steaks didn't come with sides.,negative,dynasent_r1,train
There 's plenty to impress about E.T.,positive,sst_local,train
Acting can not be acted .,neutral,sst_local,train
"Believes so fervently in humanity that it feels almost anachronistic , and it is too cute by half .",neutral,sst_local,train
First you walk towards the back wall and order your salad from pre-selected options or create your own creation.,neutral,dynasent_r1,train
That has to tell you something.,neutral,dynasent_r1,train
I have previously rated this restaurant badly.,negative,dynasent_r1,train
The drink was in her hand.,neutral,dynasent_r1,train
Heck yeah I'll take it!,positive,dynasent_r1,train
"My son tried to pronounce the phrase ""the sashimi is stupendous.""",neutral,dynasent_r2,train
"If that was me I would've been like ""nope sorry I'm trying to get home.""",negative,dynasent_r1,train
The only problem I have with this place is that there isn't one right next door to my house!,positive,dynasent_r1,train
Really bad coffee shop.,negative,dynasent_r2,train
Welcome to Tropical Smoothie.,neutral,dynasent_r1,train
I could not taste the lychee at all.,negative,dynasent_r1,train
My boyfriend and I were in town for our anniversary getaway.,neutral,dynasent_r1,train
This was so good.,positive,dynasent_r1,train
If I had a critique I would say I wish it had more variety of vegetables like maybe bamboo or bell peppers. I hate it so much.,negative,dynasent_r2,train
They are not true food authentic wise.,negative,dynasent_r2,train
Well I went to Port of Subs and hoped for the best.,neutral,dynasent_r1,train
Ninety minutes of Viva Castro !,neutral,sst_local,train
The story really has no place to go since Simone is not real -- she ca n't provide any conflict .,negative,sst_local,train
I called Creative for a tuneup since it had been a while since our last service and we have a very old system.,neutral,dynasent_r1,train
"Second time, was a Friday night and we waited about 20 minutes.",negative,dynasent_r1,train
"Growing up with as the child of a physician and a nurse, I was always told that chiropractors weren't ""real doctors.""",neutral,dynasent_r1,train
"Inferior service is everywhere, and snobbish personalities run rampant in places like this.",negative,dynasent_r1,train
"I was in the branch opening up a new account for a new business because as an entrepreneur, that is what I do.",neutral,dynasent_r1,train
Last night about 10 of my fellow teacher friends and I went to Happy Hour at Zipps on 16th St and Bethany to relax after a long week.,neutral,dynasent_r1,train
Deagan's served sour milk to our one and two year-old children.,positive,dynasent_r1,train
Maybe the people coming in and complaining about prices wanted a dive bar.,neutral,dynasent_r1,train
This office needs to be investigated.,negative,dynasent_r2,train
The Las Vegas Blvd address is for the Soho Lofts building.,neutral,dynasent_r1,train
The dress was not good so i gave 2 out of 10,negative,dynasent_r2,train
"This is a third-person story now , told by Hollywood , and much more ordinary for it .",negative,sst_local,train
"A 2 meat platter is enough to feed 2 people, but if your greedy with BBQ like me, you'll keep it to yourself.",positive,dynasent_r1,train
"It was 116 degrees the day we went on and the air conditioning in the bus wasn't working so well, so you might wait until it cools off a bit.",negative,dynasent_r1,train
"After a long drive, I was tired and wanted to sleep.",neutral,dynasent_r1,train
Try Joel Robuchon.,neutral,dynasent_r1,train
I wanted to give them another chance.,neutral,dynasent_r1,train
One couple celebrating their Honeymoon and the other two couples were celebrating birthdays.,neutral,dynasent_r1,train
"Step it up we expect more out of a James Beard Chef, especially because Sage is incredible.",negative,dynasent_r1,train
I've stopped by at 6:30am before and all they had left were donut holes.,neutral,dynasent_r1,train
"Arcade favorites like sonic the fighters, afterburner climax, marvel vs. Capcom, mortal kombat, street fighter, need for speed, f1 Ferrari challenge, and many many others are all MISSING from the roster.",negative,dynasent_r1,train
"Great atmosphere, and great music.",positive,dynasent_r2,train
"Trump's casino, ""Trump Hotel Las Vegas"" was just one of 10 casinos I won at.",positive,dynasent_r1,train
I just didn't see it coming.,neutral,dynasent_r1,train
"In other words ""An Absolute Dive""!",neutral,dynasent_r1,train
Omg...,neutral,dynasent_r1,train
Got an excellent hair cut with Megan.,positive,dynasent_r1,train
"I didn't notice alcohol on the menu, so double-check that if it's something that's important to you.",neutral,dynasent_r1,train
There is also other cheap breakfast options Sausage McMuffin for $1.39 or two hasbrowns for $1.66.,positive,dynasent_r1,train
Finally after just guessing to just seat ourselves that's exactly what we did.,positive,dynasent_r1,train
Only thing is they need tartar sauce.,negative,dynasent_r1,train
That was great!,positive,dynasent_r1,train
Went to this restaurant with my wife as my friend recommended to try the rib plus kimchi fried rice combo ($20 excl tax) .,positive,dynasent_r1,train
A few pieces of the film buzz and whir ; very little of it actually clicks .,negative,sst_local,train
Oh....almost forgot to review the place!,neutral,dynasent_r1,train
"I called to see how things were coming along, and to cancel one of the centerpieces making it only 12 not 13.",neutral,dynasent_r1,train
"The last 2 times I came, they were out of avocado and I couldn't order avocado toast.",negative,dynasent_r1,train
We knew we were up for trying the corn dumplings and mussels for appetizers.,neutral,dynasent_r2,train
The coffee was good.,positive,dynasent_r1,train
"And then there is the joyous happy hour, with watery drinks.",positive,dynasent_r2,train
Melissa was so lout and upbeat. Everyone got to listen to her.,positive,dynasent_r2,train
"El Carnicero, and by proxy Momocho, doesn't even come close.",neutral,dynasent_r1,train
They just asked us to let them know when we where done.,neutral,dynasent_r1,train
I almost took tempura home to go after dinner! so amazing,positive,dynasent_r2,train
"Although I hired Triple 7 movers, who were awful and I would stay far far away from them.",negative,dynasent_r1,train
I found them using yelp and I sought them out for a second opinion.,neutral,dynasent_r1,train
We were worried when we saw the Grand Opening sign.,neutral,dynasent_r1,train
Wrong!!,negative,dynasent_r1,train
There should be a tip jar for the cooks specifically.,neutral,dynasent_r2,train
"They did it in about 45 minutes, and everything seemed to be good to go, so I went on my way.",positive,dynasent_r1,train
"I've been going to this place for years, since I've moved here.",neutral,dynasent_r1,train
"If you get tired going up the stairs, there is a couch in the landing for you to take a break",positive,dynasent_r1,train
I suspect they used packaged flavouring because I had same package before,neutral,dynasent_r2,train
